Number of attempt,Reward,Time taken,Number of actions
0,-503,300.277699,1003
1,-952,300.2834251,952
2,-395,300.2100158,895
3,-348,300.5534227,849
4,-289,300.4124532,789
5,-762,300.3105037,762
6,-746,300.6971126,747
7,-238,300.5908904,739
8,9622,159.108573,389
9,-729,300.4308772,730
10,9276,299.8239245,725
11,-716,300.3758035,716
12,-711,300.599808,712
13,-201,300.5570824,702
14,808,300.519305,693
15,-185,300.543093,686
16,-684,300.7105787,685
17,-684,300.687108,685
18,-682,300.4168558,682
19,-174,300.6736259,675
20,-160,300.4926581,661
21,343,300.6522987,658
22,-147,300.5055506,648
23,-649,300.5678825,650
24,-648,300.7227387,649
25,11551,211.5047016,450
26,-129,300.4648333,630
27,-630,300.499752,630
28,872,300.3514555,628
29,-625,300.2810159,625
