Number of attempt,Reward,Time taken,Number of actions
0,-772,300.4980462,773
1,-176,300.3029213,676
2,-108,300.6986392,609
3,9733,144.7781112,277
4,11702,172.4768095,299
5,-495,300.6932576,495
6,530,300.7400112,471
7,41,301.0053926,460
8,44,300.721189,457
9,347,105.7144706,154
10,9766,158.2930377,225
11,-422,300.742409,422
12,-424,301.2614863,425
13,10089,300.818032,412
14,10184,228.9418159,317
15,93,300.8599308,408
16,11368,96.95943213,132
17,607,301.0538831,394
18,-384,301.1549883,385
19,116,300.6224904,384
20,10436,51.49280214,65
21,-375,300.7551589,375
22,-138,109.6866055,139
23,-347,301.4594946,348
24,-346,300.8116722,347
25,123,301.1686525,378
26,10311,156.3373144,190
27,-363,300.8604074,364
28,1638,301.4834766,363
29,9863,115.5424509,138
