Number of attempt,Reward,Time taken,Number of actions
0,276,300.2603846,724
1,-186,300.5160518,687
2,348,300.6899805,653
3,-42,300.6624143,542
4,-425,300.8859556,426
5,-431,300.5864031,431
6,-418,300.605906,418
7,-459,300.6808605,460
8,60,300.9156508,441
9,-440,301.0890276,441
10,-447,300.8032405,447
11,10227,201.7054317,274
12,10435,61.38249135,66
13,658,300.8010335,343
14,98,300.6867793,402
15,11812,138.718569,189
16,-335,301.1627729,336
17,10473,27.04791999,28
18,171,301.2687829,330
19,2681,301.548871,320
20,10320,171.1472626,181
21,-338,300.9852619,339
22,-323,300.9559028,324
23,9976,22.95718765,25
24,-302,301.6256447,303
25,10790,198.5931599,211
26,9952,45.75726604,49
27,-327,301.2735653,328
28,9894,99.20614743,107
29,681,301.5716853,320
