Number of attempt,Reward,Time taken,Number of actions
0,-585,300.2972972,1085
1,-4,300.4077525,1005
2,-925,300.2219415,925
3,-404,300.3750565,905
4,10737,91.39203119,264
5,-826,300.3018794,826
6,-298,300.4824855,799
7,-780,300.3705754,781
8,9841,62.2715013,160
9,-755,300.3117166,755
10,257,300.6458235,744
11,-226,300.3916037,726
12,-720,300.3661304,720
13,-716,300.545233,717
14,287,300.6454701,714
15,-202,300.4394929,703
16,-180,300.569587,681
17,-177,300.6551483,678
18,10690,138.302866,311
19,-173,300.4988704,674
20,-671,300.6335933,672
21,-168,300.3586333,668
22,9751,113.0255718,250
23,-163,300.6812234,664
24,-660,300.4761908,661
25,-662,300.7428224,663
26,-661,300.5368743,662
27,-661,300.5507796,662
28,-661,300.3513396,661
29,-158,300.5567591,659
