Number of attempt,Reward,Time taken,Number of actions
0,-585.0,300.2972972393036,1085
1,-4.0,300.4077525138855,1005
2,-925.0,300.22194147109985,925
3,-404.0,300.37505650520325,905
4,10737.0,91.39203119277954,264
5,-826.0,300.30187940597534,826
6,-298.0,300.4824855327606,799
7,-780.0,300.37057542800903,781
8,9841.0,62.271501302719116,160
9,-755.0,300.3117165565491,755
10,257.0,300.64582347869873,744
11,-226.0,300.3916037082672,726
12,-720.0,300.36613035202026,720
13,-716.0,300.5452330112457,717
14,287.0,300.6454701423645,714
15,-202.0,300.4394929409027,703
16,-180.0,300.5695869922638,681
17,-177.0,300.655148267746,678
18,10690.0,138.30286598205566,311
19,-173.0,300.4988703727722,674
20,-671.0,300.63359332084656,672
21,-168.0,300.3586332798004,668
22,-249.0,113.02557182312012,250
23,-163.0,300.6812233924866,664
24,-660.0,300.4761908054352,661
25,-662.0,300.74282240867615,663
26,-661.0,300.536874294281,662
27,-661.0,300.55077958106995,662
28,-661.0,300.35133957862854,661
29,-158.0,300.5567591190338,659
