Number of attempt,Reward,Time taken,Number of actions
0,-498,300.4690406,999
1,-970,300.2506757,970
2,-414,300.2803905,914
3,-398,300.2910905,898
4,-369,300.3521793,870
5,-369,300.2384636,869
6,-364,300.2201948,864
7,-358,300.3988688,858
8,-347,300.2040796,847
9,-333,300.4161484,834
10,-333,300.354207,834
11,-333,300.4738503,834
12,-335,300.2556229,835
13,-332,300.2605231,832
14,-332,300.5092816,833
15,-832,300.4772377,833
16,-831,300.4291139,832
17,-830,300.4130816,831
18,-830,300.3899858,831
19,-828,300.3592999,828
20,-326,300.5674374,827
21,-326,300.4432509,827
22,178,300.3867233,823
23,-301,300.3232522,801
24,-297,300.5797572,798
25,-290,300.2839031,790
26,218,300.317538,782
27,-289,300.5201848,790
28,-289,300.3000977,789
29,-286,300.4567139,787
