Number of attempt,Reward,Time taken,Number of actions
0,9996,141.6734495,505
1,-1012,300.3771343,1013
2,9743,251.7426937,758
3,149,132.5936501,352
4,1245,300.2303674,755
5,-230,300.4044995,731
6,9474,217.6382754,527
7,-709,300.5457165,710
8,10781,94.40175152,220
9,-690,300.2994931,690
10,-689,300.3677239,689
11,10566,192.3653579,434
12,11305,88.66871691,195
13,-156,300.504642,657
14,10511,225.7276862,490
15,-645,300.625844,646
16,360,300.5724375,641
17,-635,300.4239247,635
18,367,300.4669237,634
19,-132,300.8294516,633
20,-631,300.7690532,632
21,9966,254.3843384,535
22,-630,300.410301,630
23,1373,300.355207,627
24,-126,300.6522412,627
25,-626,300.4583812,627
26,-626,300.7360337,627
27,377,300.6451862,624
28,381,300.8009114,620
29,-118,300.581219,619
