Number of attempt,Reward,Time taken,Number of actions
0,-1028.0,300.37835693359375,1029
1,-489.0,300.36884450912476,990
2,-483.0,300.26919627189636,983
3,-464.0,300.1762878894806,964
4,-444.0,300.3751804828644,945
5,-444.0,300.3465564250946,945
6,-942.0,300.2757396697998,942
7,-938.0,300.4463469982147,939
8,-938.0,300.24767112731934,938
9,-936.0,300.3839545249939,937
10,-438.0,300.41075563430786,939
11,-437.0,300.4599702358246,938
12,-438.0,300.46578216552734,939
13,-927.0,300.27278780937195,927
14,-914.0,300.1545584201813,914
15,-417.0,300.22127866744995,917
16,-915.0,300.2617084980011,915
17,-918.0,300.45313787460327,919
18,-419.0,300.31639766693115,920
19,-415.0,300.35558009147644,916
20,-410.0,300.2471082210541,910
21,-388.0,300.55548334121704,889
22,-889.0,300.29700803756714,889
23,-888.0,300.2393579483032,888
24,-388.0,300.262713432312,888
25,-889.0,300.41264367103577,890
26,-886.0,300.38113951683044,887
27,-386.0,300.28945326805115,886
28,-387.0,300.2307028770447,887
29,-877.0,300.2119097709656,877
