,Number of attempt,Reward,Time taken,Number of actions
0,0,-125.0,298.70261240005493,626
1,1,-94.0,300.7169780731201,595
2,2,-94.0,300.5283944606781,595
3,3,-567.0,300.50172662734985,567
4,4,-23.0,300.45466661453247,523
5,5,-43.0,300.9014129638672,544
6,6,-48.0,300.49136090278625,548
7,7,14.0,300.8243999481201,487
8,8,-26.0,300.4159197807312,526
9,9,-428.0,300.8853244781494,429
10,10,-353.0,301.26167011260986,354
11,11,112.0,300.96737599372864,389
12,12,109.0,301.09745025634766,392
13,13,-407.0,301.2855544090271,408
14,14,-404.0,300.7133300304413,405
15,15,131.0,311.6518659591675,370
16,16,118.0,301.0975227355957,383
17,17,-368.0,301.1349482536316,369
18,18,-352.0,301.4000914096832,353
19,19,-83.0,300.6113533973694,584
20,20,-253.0,300.573557138443,754
21,21,-798.0,300.3248665332794,799
22,22,1016.0,301.08977794647217,485
23,23,159.0,301.5656838417053,342
24,24,-341.0,300.8982036113739,341
25,25,-339.0,301.2908866405487,340
26,26,164.0,301.57208132743835,337
27,27,182.0,301.07765197753906,319
28,28,162.0,301.71624517440796,339
29,29,-342.0,300.79951453208923,343
