Number of attempt,Reward,Time taken,Number of actions
0,-3356,356.1186867,3405
1,-7046,359.4918675,5445
2,-4214,360.2789063,3429
3,-6045,360.2036593,5706
4,8349,96.5710299,1232
5,7607,173.1762187,2796
6,-5058,360.2793353,6654
7,8144,128.1172009,2356
8,-5226,360.1450202,6775
9,-6492,360.1916661,7027
10,9324,116.1652014,1811
11,5543,297.8930159,4365
12,4939,322.761745,3997
13,9042,148.853601,1817
14,-6554,360.1592031,4445
15,-6644,360.1617301,4744
16,5171,292.7377505,4127
17,7930,195.8579793,3758
18,-6071,360.1357126,7094
19,4702,266.555438,5185
20,10216,77.56269622,1462
21,-5682,360.1093807,6731
22,8647,123.8021901,2320
23,-5423,360.1587331,6941
24,-6273,360.1687267,6801
25,4262,311.6599789,5918
26,-6333,360.2242908,6868
27,2826,349.6956737,6687
28,4132,311.9510016,6041
29,7043,193.4201224,3701
30,-6448,360.1711338,6948
31,9992,65.70399022,1240
32,-5542,360.2813227,6968
33,-4020,296.4527168,5820
34,9191,78.36107492,1489
35,5779,308.6487932,5940
36,-5912,360.1225853,6937
37,-6497,360.1606734,7012
38,7644,165.6172245,3171
39,-6908,360.1941767,6879
40,-5447,360.1608727,6942
41,7114,251.1778529,4882
42,7485,168.354671,3343
43,-6368,360.186825,5309
44,-6507,360.1882827,4297
45,9100,66.27652431,764
46,-6003,360.1650321,4209
47,-6379,360.2526281,4132
48,-5792,360.1887679,4066
49,-5269,360.0997474,4149
50,6347,258.5309312,3018
51,9486,92.77466559,1047
52,5751,261.0157151,3063
53,-5763,360.1435409,4080
54,-5843,360.1750667,4147
55,-6443,360.2311254,4190
56,-5779,360.1081321,4325
57,-5612,360.0970471,4616
58,-5127,360.3926783,5441
59,8493,268.225354,4164
60,-4916,360.1285939,5684
61,7858,248.6030736,3869
62,-4719,360.1635318,5563
63,-3907,360.1647036,5705
64,-3459,360.204417,6166
65,-5376,360.1605067,6118
66,-7167,360.167238,6351
67,-5762,360.2365475,5958
68,10184,62.91003919,1088
69,9605,111.7154293,1964
70,-5785,360.1654475,6412
71,-4917,360.2600982,6178
72,8714,128.5475554,2287
73,-4576,325.0936816,5791
74,-4005,360.1327658,6170
75,8394,216.198072,3790
76,8963,120.9723275,2093
77,10630,111.7293301,1973
78,8323,213.3237083,3885
79,6950,275.1406977,4576
80,7766,199.0595248,3128
81,-5178,360.220288,4168
82,-4976,360.087065,3932
83,-5914,360.1629267,4247
84,-5258,360.209938,4079
85,-5052,360.1009915,4013
86,-7863,360.0659506,4975
87,9580,118.8560293,1563
88,5610,198.9668036,2596
89,-6052,360.1343746,4770
90,-6121,360.1657596,4541
91,-8046,360.1694546,6690
92,-7627,360.1656575,7440
93,-7152,360.1861107,7509
94,-8748,360.2071421,7636
95,-6684,350.6778543,7601
96,-7486,360.0283663,7845
97,-7981,360.181165,7834
98,6618,209.1208494,4459
99,-6969,360.2992504,7405
