Number of attempt,Reward,Time taken,Number of actions
0,8447,68.43422723,3256
1,-17179,360.0160325,4967
2,-17126,359.9596884,17714
3,-15551,359.9497161,17694
4,-16078,360.0210323,17672
5,-16079,359.9681709,17661
6,-5041,328.6763649,16239
7,-16162,359.9676669,17748
8,-16030,359.9437296,17518
9,-17117,359.9593065,14834
10,-17074,359.9736505,17606
11,-16136,359.9492254,17660
12,-17535,359.9557004,17657
13,-17219,360.0180261,17801
14,-17077,360.0130405,17693
15,-16618,359.9646752,17669
16,-16136,360.0160325,17770
17,-17134,359.9681728,17680
18,-17241,359.9811676,17862
19,-15750,359.9522016,17855
20,-372,241.826165,11901
21,-16156,359.9666722,17722
22,-16591,359.9503171,17625
23,4295,153.1593294,7630
24,-4368,337.0624285,16562
25,-16169,359.9641697,17762
26,4405,142.3781674,7004
27,-16169,359.9761555,17746
28,7818,69.39252758,3401
29,6745,107.3039849,5324
30,-17189,360.0309901,17741
31,596,242.31288,11927
32,-16224,359.959183,17790
33,3314,153.8230617,7611
34,4321,181.9632852,8934
35,-17195,359.9551945,17761
36,-17151,359.9641843,17663
37,-16728,359.9812574,17793
38,-4939,346.363548,17087
39,-1308,267.3239634,13243
40,792,211.6099854,10341
41,-17128,359.9621882,17703
42,-17191,360.0270021,17778
43,-16138,359.954896,17676
44,-15717,359.9522016,17596
45,-17502,359.9458783,4996
46,-17720,359.9591835,4395
47,-17718,359.9452369,4361
48,-16961,359.9513996,4306
49,-17046,359.9551296,4308
50,-16066,359.9541979,4313
51,-18148,359.9522159,4311
52,-18165,359.9467239,4369
53,-17049,359.9427338,4353
54,-17694,359.9611735,4310
55,-15153,359.9485328,4350
56,8059,111.7710354,1306
57,-18134,359.9467237,4402
58,-17738,359.9556975,4358
59,-17207,359.9527099,4391
60,-16120,359.9536414,4405
61,7798,182.653455,2240
62,-17165,359.9540765,4409
63,-17174,360.0230122,4337
64,-17112,359.9671779,4313
65,-17087,359.981631,4396
66,-16451,359.9487178,4194
67,-17089,359.941232,6422
68,-17593,359.9940898,17589
69,-16656,359.9646764,17787
70,985,207.2294095,10141
71,-17623,360.0050619,17747
72,-16712,359.9686649,17768
73,2743,164.6426132,8141
74,-17114,359.9432249,17692
75,-18615,359.9741437,17688
76,-16572,359.9506464,17624
77,-18055,359.9397047,17535
78,-18179,359.9483957,17731
79,5471,95.49952221,4662
80,-16615,359.9442246,17649
81,-17610,359.9442418,17723
82,-2115,294.8747778,14446
83,-17723,359.9686654,17771
84,-17234,359.9537051,17800
85,8365,68.06194901,3344
86,-16642,359.9587059,17701
87,843,209.5978777,10302
88,-17629,359.961657,17634
89,-17206,359.942733,17793
90,-17146,360.0085564,17667
91,9605,45.15322447,2212
92,-16145,359.9636779,17727
93,610,242.0969481,11919
94,-16018,359.961863,17533
95,-16260,359.9507115,17793
96,6935,86.29816866,4188
97,-16126,359.9527209,17558
98,-16146,360.0165486,14811
99,-17160,359.9591823,11575
