Number of attempt,Reward,Time taken,Number of actions
0,-18258,359.8988192,18293
1,-16929,359.9143171,3924
2,-16371,359.970154,2739
3,-17548,359.9816275,11409
4,-16538,360.0180278,2179
5,7894,68.42149472,2009
6,-11410,234.7949717,12101
7,-16525,359.9512041,18545
8,-16070,359.9801276,18590
9,-16528,359.9660306,18540
10,-4292,307.980216,15874
11,771,223.4951956,11441
12,-16977,359.9457519,18511
13,-17015,360.0125508,18580
14,-17039,359.9726546,18497
15,-17001,359.9532137,18519
16,-16039,359.9317636,17998
17,6346,88.24695849,3090
18,-16147,360.0384803,12938
19,-17018,359.9437323,18538
20,-17597,359.965178,18635
21,-17519,359.9457271,18542
22,-18449,359.9591975,18497
23,-17073,359.9442227,18619
24,-16510,359.9447281,18506
25,-17488,359.9432251,18557
26,3530,131.8513248,6794
27,4960,123.854713,6382
28,-14739,324.7947474,16802
29,-12603,306.4911978,15711
30,-16639,345.9521322,17696
31,-16074,359.9761381,18610
32,-2774,278.7902932,14402
33,-17578,359.9641678,18608
34,6564,64.47606134,3347
35,4122,149.7928429,7690
36,7786,52.13155746,2645
37,1693,186.4393134,9565
38,7449,67.066118,3459
39,-11884,271.283879,14018
40,4965,122.358716,6315
41,-7432,217.0155289,11131
42,7341,78.53293991,4050
43,-15111,332.6033645,17175
44,7967,67.18429613,3446
45,5243,117.1037834,6094
46,-16748,359.9658587,18282
47,-14671,359.9525735,16742
48,-14875,336.1301267,16925
49,-16999,359.9565675,18481
50,-16938,360.0150316,18442
51,-15004,359.9497125,18551
52,4568,105.0879023,5442
53,-16011,359.9472282,18521
54,-17419,359.9551942,18484
55,-17017,360.0165372,18561
56,-16634,359.9432523,18647
57,-17042,359.9531987,18575
58,-1828,271.4369614,13985
59,-18664,359.9696889,18689
60,-18565,360.0170281,18579
61,-16064,359.941231,18650
62,-17072,359.9771349,18610
63,-18585,359.9926004,18640
64,-16573,359.9541965,18610
65,-17065,360.0299935,18594
66,-17611,359.9422283,18649
67,-18560,359.9507143,18587
68,-1514,28.82489872,1476
69,-16476,360.0270169,18502
70,-16956,359.9477222,18482
71,-18457,359.9621732,18510
72,3998,142.4415083,7295
73,-17581,360.0080535,18606
74,-16074,360.0250075,18592
75,-16893,360.0040801,18446
76,-17554,360.0180254,18608
77,-16906,359.9377103,18438
78,-18622,360.011044,18656
79,-15994,359.9661343,18509
80,-18539,359.9457278,18566
81,-18579,360.027504,18641
82,-18589,359.9452336,18621
83,-18535,359.9397461,18579
84,-16851,359.9646738,18406
85,-17083,359.946218,18629
86,-2121,285.575146,14753
87,-16672,359.9631889,18689
88,-17569,359.9407384,18565
89,-17884,359.9498062,18387
90,-18605,359.9492099,18608
91,-17048,359.9921107,18539
92,-18511,360.0140347,18516
93,-16538,359.9626782,18311
94,-17677,359.9477222,18337
95,-18626,359.9686642,18344
96,-16970,359.9527054,17949
97,-17084,359.9322689,17663
98,-16592,359.9482131,17149
99,2953,181.326987,8358
