Number of attempt,Reward,Time taken,Number of actions
0,-5978,359.2190635,6798
1,7404,176.6149826,1820
2,-6398,360.1402349,3724
3,-5779,360.1847694,4886
4,-6893,360.1916671,7291
5,-6808,360.2110417,7248
6,-5486,360.1683257,7410
7,-4997,360.1989679,7440
8,5143,329.1200347,6900
9,-6639,360.1839643,7575
10,-6472,360.1333661,7408
11,7008,254.8343399,5243
12,8658,164.719888,3389
13,-6015,359.995101,7435
14,8488,134.8634629,2666
15,-6607,360.182533,7600
16,-6596,360.225183,7541
17,-7001,360.4440498,7393
18,9667,166.4292085,2884
19,-6384,387.5046268,7447
20,-5334,360.38835,3987
21,-6400,360.2134976,3869
22,9661,81.90260434,1121
23,-5771,360.0786076,5072
24,-4725,360.1924434,6304
25,-5309,360.2068741,7278
26,-6644,360.1677608,7172
27,-6138,360.1272106,7103
28,-5196,360.2002027,7204
29,-6867,360.100049,7332
30,-6607,360.1990907,7087
31,-5910,360.2157762,6988
32,8383,172.8415384,3192
33,9676,112.6862803,2060
34,-5601,360.1652555,6659
35,-4680,360.1653273,6257
36,-5425,360.2238517,6524
37,-4522,360.2388515,6131
38,-5402,359.9935613,6513
39,-3321,360.5023448,5524
40,9897,57.74793506,957
41,8996,99.4255991,1750
42,6981,214.9858754,3954
43,8291,197.3053839,3681
44,-1933,136.2205215,2595
45,4998,321.8776345,6158
46,-2636,238.4041877,4522
47,-6010,360.1954627,7038
48,7530,249.9257753,4752
49,-5326,360.2260175,6863
50,8985,116.8431513,2237
51,9138,131.6371369,2515
52,-5319,360.1147177,6889
53,-4919,360.1824365,6935
54,-4836,360.1748672,7341
55,-6777,360.2204823,7706
56,8985,135.2810409,3090
57,-7693,360.2637961,8469
58,-6535,360.1984067,8262
59,-7688,360.2768967,7041
60,-7255,360.2111976,6124
61,-7659,360.1912742,5660
62,5082,239.4436605,3422
63,5268,271.5944571,4354
64,8350,80.85691047,1534
65,-7594,360.2340384,8388
66,-7637,360.190402,8454
67,-9547,360.0536692,8318
68,10728,48.79205489,1120
69,-7179,360.1217074,8460
70,-6670,360.2185364,8469
71,-7026,360.0557568,8381
72,5056,314.0409417,7390
73,-7469,360.1538563,8293
74,7164,208.4069526,4693
75,-7334,360.1952949,8211
76,6786,221.3267272,4984
77,8577,115.5038319,1684
78,8245,106.6120877,1241
79,-7575,360.1876056,4017
80,-6410,360.1687188,6134
81,-7442,360.1805265,6970
82,-6504,360.2036049,7687
83,9516,57.8403213,1262
84,-6040,360.2020051,8340
85,-7480,360.2071557,8245
86,-6578,360.077904,8375
87,9281,87.5058856,1928
88,-6585,360.0518274,8414
89,-7555,360.1649344,8355
90,-7988,360.1311188,8267
91,7957,115.122741,2658
92,-7400,360.2021904,8196
93,-7466,360.0875349,8297
94,-7472,360.1534615,8329
95,-7040,360.1796131,8319
96,-4086,360.4481337,5734
97,9491,124.4852757,2046
98,-5276,359.9552805,4770
99,8783,218.1352201,2405
