Number of attempt,Reward,Time taken,Number of actions
0,-4873,352.9515152,6563
1,-5374,358.4747372,7001
2,-5059,359.8015501,7193
3,-5589,360.2004275,7184
4,8580,93.10199499,1845
5,-4132,360.1081657,7247
6,-5414,360.153718,7061
7,-4724,360.076829,7336
8,-5605,313.5336525,6743
9,-4564,360.0960591,3746
10,-5815,360.1255875,1769
11,-7689,360.1187031,1412
12,-6116,360.1498713,1253
13,-5837,360.1372361,7101
14,-5544,360.1069565,7658
15,-5043,360.281904,7650
16,-5669,360.0378113,7762
17,6958,232.8381195,4812
18,-5907,360.2057581,6995
19,8559,112.4414752,2319
20,-4934,360.1770945,7522
21,10760,126.5866523,2584
22,5806,237.0594156,4116
23,7392,297.82177,1502
24,4375,348.6902008,1142
25,-6558,360.195308,1214
26,-6651,360.1151512,1262
27,-7566,360.0124943,1171
28,-5402,360.1520362,1319
29,-6092,360.2258584,1199
30,-6861,360.2148073,1164
31,10193,38.77010059,126
32,-7090,360.2518308,1189
33,-5998,360.1602705,1192
34,-5634,360.3437097,1222
35,-6570,360.2158656,1163
36,-5457,360.0461135,1165
37,-5574,360.1706464,1204
38,-6142,360.1456397,1305
39,-6310,360.2213812,1253
40,7240,187.629607,680
41,-6321,360.1639211,1228
42,-5861,360.1661508,1317
43,-6154,360.2443094,1210
44,-6664,360.1695454,1198
45,-6359,360.1742334,1302
46,-5221,360.2361631,1165
47,-5855,360.1425974,1706
48,6375,265.9081781,5638
49,-5223,360.1562402,7835
50,6609,272.6889639,6106
51,-3264,229.3448994,5035
52,-6161,330.1559896,7251
53,-7024,360.1061869,8090
54,9220,121.5837078,2643
55,7862,188.2074962,3916
56,-5277,360.1770229,6890
57,-4257,360.2207663,5942
58,-3581,360.1820211,5797
59,-4164,360.155859,5865
60,-5677,360.2504194,5860
61,-4155,360.179642,5867
62,-4724,360.208056,5942
63,9331,101.9433513,1578
64,-3208,360.1924288,5914
65,6727,332.1316779,5468
66,-4109,360.240772,5805
67,-3850,360.1688969,6035
68,-4309,360.1818688,6009
69,-4198,360.2107129,5891
70,-4825,360.1966109,6003
71,-4193,360.1938059,5894
72,-3844,360.2168334,6034
73,-4305,360.2136135,5989
74,-4770,360.1844444,5949
75,-4809,360.1938095,6007
76,-4751,360.1839771,5922
77,-4328,360.181283,6010
78,-4816,360.2457361,5970
79,-4288,359.9431815,5980
80,9887,92.43661642,1532
81,-5029,360.1286974,7155
82,-7063,360.0688114,8593
83,-6359,360.1372232,8900
84,8691,91.71213818,2190
85,7669,166.6318564,4094
86,-7888,360.0760069,8946
87,-6088,360.3058028,8186
88,-4214,360.1448944,5910
89,-3718,360.2022552,5876
90,-4287,360.1889307,5968
91,-4596,360.2268951,5786
92,-4260,360.1585376,5975
93,-4234,360.2269397,5902
94,-4243,360.2561679,5936
95,-4282,360.1433706,5980
96,-4132,360.4354932,5820
97,-5646,360.1310663,6778
98,-5867,360.191565,7490
99,8030,84.40887094,1864
