Number of attempt,Reward,Time taken,Number of actions
0,6751,107.5242348,2398
1,4294,134.6887355,3262
2,-17789,359.9771519,16446
3,-17052,360.0201657,16224
4,4717,125.8593512,5781
5,-15954,359.9751401,16563
6,-18396,359.9442234,16427
7,-17932,360.0260053,16554
8,4862,114.4678218,5251
9,-11230,235.5848591,10751
10,-17462,359.9507132,12205
11,-16918,359.9631867,14855
12,-16520,360.0150347,16669
13,-18017,359.9427345,16538
14,-16967,359.9512041,16239
15,-16992,359.9566987,15534
16,-17435,360.0215247,9096
17,-17975,360.0130391,11394
18,-17384,359.9282629,16476
19,-18512,359.9591827,16543
20,-16977,359.9950869,16214
21,-17969,359.9571881,11006
22,-17498,360.0150647,10161
23,-17497,359.9841316,10723
24,9742,226.9349947,10071
25,-17409,359.9582131,16522
26,-16431,360.0225375,16456
27,3924,139.2400675,6451
28,4238,152.7878156,7083
29,-16975,359.9581854,16540
30,-519,241.7413924,11206
31,-17466,359.9965923,16544
32,-16982,360.0040636,16557
33,-737,225.6758702,10456
34,-17467,359.9711645,16616
35,-17423,359.9402342,16514
36,-17399,360.0105519,16569
37,-16932,359.9522018,16533
38,-17604,359.9302592,16649
39,-17993,359.9646924,16552
40,-17005,359.9392369,16604
41,-17885,359.946728,16491
42,4240,143.4572811,6249
43,1681,181.854574,7669
44,6673,99.30238557,4294
45,-4055,335.7080503,14413
46,3227,152.4033685,5902
47,-18594,359.9751406,9348
48,-18924,359.9498942,10023
49,-18848,360.0319879,15550
50,-17795,359.9519207,16226
51,-17438,359.9452076,16458
52,-16965,359.9786389,16443
53,-17405,359.9590278,16299
54,-17431,360.0350111,15944
55,-15953,360.0315125,15083
56,-17390,360.0180259,10823
57,-15937,359.9551935,9261
58,-18004,359.9507153,8691
59,-16938,360.0389695,8751
60,-17427,359.9422276,8763
61,10435,212.9275808,5107
62,-17912,359.950207,8632
63,-17494,359.9467287,8741
64,-4593,306.7614763,7373
65,-18479,359.960685,8719
66,-17432,359.9442239,8664
67,-17441,359.955195,8720
68,-6055,335.7624109,8081
69,-17468,359.9442232,8763
70,-16911,360.0285041,8776
71,-17475,359.9557006,8875
72,-17532,359.9316015,8696
73,-17438,359.9562058,8717
74,-16947,359.9487183,8816
75,-16982,359.9681582,9065
76,-17919,360.0170302,15683
77,-2244,286.0439558,12893
78,-17741,359.9621339,16424
79,-16962,360.0030885,16529
80,-19028,360.0304987,16581
81,-17502,359.930284,16538
82,-16935,359.9556985,16591
83,-17435,360.0270181,16462
84,-17847,359.9518776,16440
85,-1126,242.3358188,11128
86,-17796,359.9460108,16397
87,-16867,359.9653952,16094
88,-16076,359.9533639,15364
89,4820,142.9269915,6125
90,-16603,359.9657173,15441
91,-16027,359.9471357,15316
92,-153,271.2051766,11577
93,7615,68.58291292,2899
94,7478,100.9980953,4291
95,-15965,359.9576268,15184
96,-16116,359.9562585,15789
97,-16323,359.9905176,16456
98,9289,41.37974238,1853
99,-16644,360.0379193,15800
