Number of attempt,Reward,Time taken,Number of actions
0,-18094,360.0419548,14594
1,-17759,359.9437313,14898
2,-17783,359.9472291,14756
3,-5547,329.1127055,13633
4,-17526,359.9462175,14188
5,-17765,359.9646873,14717
6,742,205.6569102,8384
7,-18122,359.9586887,14723
8,-5707,332.9245107,13724
9,-17306,359.98212,15025
10,-18726,359.993093,14724
11,6389,93.48893738,3936
12,-17810,359.9656758,14881
13,-15604,331.0255737,13600
14,-18593,359.9647033,14735
15,-19251,359.9791298,14815
16,-3714,296.5573795,12225
17,-17176,359.958693,14904
18,-17202,359.9731476,14786
19,-18745,359.9427369,14898
20,-19721,359.9930935,14782
21,6830,85.51676774,3443
22,-17795,359.9581854,14898
23,-18273,359.9556987,14793
24,1762,178.3050711,7378
25,-19238,359.9522009,14851
26,-18307,359.9422286,14937
27,-17831,359.9462194,14921
28,3917,120.0389199,4904
29,-18215,359.960685,14738
30,-18207,359.9477179,14937
31,-17097,359.9547002,14680
32,-18291,360.0329854,14806
33,-18214,359.9502051,14755
34,-17685,359.9566436,14705
35,-18655,359.9522181,14779
36,-18235,359.9641697,14831
37,-19633,359.9995842,14682
38,-18815,360.0140355,14810
39,5465,101.3558939,4118
40,-2337,252.8646388,10328
41,-6525,329.0423858,13603
42,-17758,359.976336,14831
43,-18244,359.9477208,14915
44,-17788,360.0255182,14812
45,-3498,281.829674,11668
46,-6933,354.2245212,14638
47,-17692,359.9831254,14727
48,-425,226.8063393,9308
49,-17255,359.959564,14728
50,-18164,359.9317791,14673
51,-18725,359.9507115,14828
52,-18027,360.0225205,14519
53,-17741,359.9512045,14715
54,-17754,360.0320058,14796
55,-18190,359.9227891,14813
56,-17719,359.9576957,14831
57,-17793,360.0250218,14760
58,-17664,360.0184426,14621
59,1079,207.6037025,8546
60,-18753,359.9482126,14948
61,1196,178.7618492,7359
62,-18103,360.0220153,14698
63,-18259,360.0265107,14824
64,-17696,360.0329859,14755
65,-18269,359.9457264,14805
66,4257,142.1602592,5760
67,-17269,359.9691763,14767
68,-17788,359.9601808,14805
69,-18308,359.9492245,14787
70,-17319,360.0120418,14900
71,-17585,360.0122766,14670
72,-151,221.1135676,9011
73,5787,104.024756,4289
74,-18819,359.9482124,14923
75,-17293,359.9462187,14892
76,-4955,318.9349279,13033
77,-19324,359.9452217,14876
78,-17827,359.9671607,14870
79,-18221,359.9482148,14752
80,-18704,359.9597023,14709
81,-17218,359.9512162,14654
82,1628,161.5987549,6717
83,-18770,360.0279992,14819
84,5171,124.470068,5119
85,-5621,312.8731279,12909
86,-17891,360.0165431,14980
87,-17354,359.9272692,14900
88,-17755,359.9791303,14878
89,-4272,296.670486,12271
90,-19275,359.9781597,14930
91,-17666,360.0025873,14687
92,-18299,359.9272697,14701
93,442,219.1732676,9048
94,-17792,359.9596882,14808
95,-4082,289.5719662,12018
96,-18208,359.9417348,14829
97,-18842,359.9457285,14732
98,975,200.6956885,8268
99,-6080,329.3740096,13550
