Number of attempt,Reward,Time taken,Number of actions
0,-583,299.2887785,1084
1,-575,300.2340086,1075
2,-1036,300.3784842,1037
3,-510,300.1942997,1010
4,-377,300.3799942,877
5,195,300.3919888,806
6,-300,300.4362569,801
7,9850,57.04800153,151
8,-289,300.2938232,789
9,-278,300.4666967,779
10,10676,128.5643935,325
11,-742,300.690186,743
12,-741,300.3232691,741
13,9879,53.86118722,132
14,-737,300.346977,737
15,-228,300.590867,729
16,-217,300.6720219,718
17,-216,300.2978828,716
18,797,300.6461124,704
19,-694,300.556483,695
20,-694,300.4670746,695
21,-693,300.3716984,693
22,-691,300.321636,691
23,10928,249.3017538,573
24,326,300.5390208,675
25,338,300.2541652,662
26,10061,203.5686052,440
27,-650,300.3199615,650
28,351,300.5995631,650
29,9809,47.3994894,102
