Number of attempt,Reward,Time taken,Number of actions
0,-512.0,298.3679156303406,1012
1,544.0,300.44748759269714,957
2,-401.0,300.27570247650146,901
3,619.0,300.40482330322266,882
4,-853.0,300.5407009124756,854
5,154.0,300.19151997566223,846
6,-842.0,300.29451751708984,842
7,-342.0,300.3939759731293,842
8,668.0,300.22375106811523,832
9,-820.0,300.2864022254944,820
10,-318.0,300.2717022895813,818
11,-319.0,300.5462718009949,820
12,-320.0,300.1723175048828,820
13,-320.0,300.3052318096161,820
14,-317.0,300.3053123950958,817
15,-809.0,300.2840874195099,809
16,-305.0,300.31105041503906,805
17,195.0,300.52524971961975,806
18,-798.0,300.4549446105957,799
19,-799.0,300.50031042099,800
20,-298.0,300.3010127544403,798
21,-297.0,300.3032352924347,797
22,-300.0,300.60177636146545,801
23,-797.0,300.5796730518341,798
24,-799.0,300.29075717926025,799
25,-799.0,300.2707917690277,799
26,-298.0,300.5564579963684,799
27,-799.0,300.2909531593323,799
28,-296.0,300.45736169815063,797
29,-298.0,300.5275402069092,799
