Number of attempt,Reward,Time taken,Number of actions
0,-1014.0,298.60502886772156,1014
1,-465.0,300.3077929019928,966
2,-953.0,300.4391784667969,954
3,-434.0,300.51999044418335,935
4,-416.0,300.359361410141,917
5,-909.0,300.4765887260437,910
6,-390.0,300.32727575302124,890
7,-389.0,300.4166030883789,890
8,-386.0,300.35242080688477,887
9,623.0,300.2670702934265,877
10,-873.0,300.5422685146332,874
11,-369.0,300.28678464889526,869
12,-370.0,300.1731548309326,870
13,-370.0,300.2619767189026,870
14,-370.0,300.25317573547363,870
15,-370.0,300.60121989250183,871
16,-867.0,300.48404240608215,868
17,-869.0,300.38527822494507,870
18,-366.0,300.28533267974854,866
19,-366.0,300.40122151374817,867
20,-366.0,300.4827256202698,867
21,-365.0,300.426265001297,866
22,-367.0,300.3143768310547,867
23,-866.0,300.238974571228,866
24,-866.0,300.4718887805939,867
25,-867.0,300.4648861885071,868
26,-865.0,300.1837155818939,865
27,-361.0,300.4593801498413,862
28,-361.0,300.3976879119873,862
29,-361.0,300.340811252594,862
