Number of attempt,Reward,Time taken,Number of actions
0,-566.0,300.37501525878906,1067
1,-566.0,300.20881938934326,1066
2,-533.0,300.3832392692566,1034
3,-494.0,300.2017779350281,994
4,-973.0,300.34296560287476,974
5,-932.0,300.43767499923706,933
6,-405.0,300.47287344932556,906
7,-896.0,300.4294984340668,897
8,-398.0,300.36818838119507,898
9,-896.0,300.3201732635498,897
10,-393.0,300.1635138988495,893
11,-381.0,300.2104637622833,881
12,-358.0,300.28046679496765,858
13,-855.0,300.43436455726624,856
14,-355.0,300.4209065437317,856
15,-352.0,300.4174425601959,853
16,-354.0,300.18622040748596,854
17,-351.0,300.20430088043213,851
18,-853.0,300.21443581581116,853
19,-352.0,300.3594710826874,853
20,-351.0,300.2747185230255,851
21,-847.0,300.2840130329132,847
22,-344.0,300.5213632583618,845
23,-346.0,300.5270743370056,847
24,-346.0,300.24464774131775,846
25,-346.0,300.27952814102173,846
26,-346.0,300.23871779441833,846
27,-347.0,300.2437901496887,847
28,-347.0,300.1699981689453,847
29,-346.0,300.25265550613403,846
