Number of attempt,Reward,Time taken,Number of actions
0,-29.0,42.54350543022156,29
1,-98.0,402.15392112731934,598
2,-49.0,26.91657042503357,50
3,-6.0,3.965994119644165,7
4,11685.0,262.92720770835876,316
5,-21.0,12.732861995697021,22
6,930.0,71.22624588012695,71
7,9960.0,22.362813472747803,40
8,10459.0,55.205881118774414,42
9,9942.0,34.93921232223511,59
10,9942.0,65.93397784233093,59
11,51.0,398.28026127815247,449
12,2890.0,102.4916422367096,111
13,2418.0,86.67533206939697,83
14,364.0,157.92884254455566,137
15,-75.0,83.79147601127625,75
16,640.0,382.6453769207001,360
17,2295.0,244.68968272209167,206
18,-44.0,36.6428861618042,45
19,1378.0,161.33818197250366,123
20,11985.0,12.779996633529663,16
21,-328.0,387.52210664749146,329
22,-328.0,385.6497197151184,329
23,-314.0,378.21646428108215,315
24,193.0,400.9012072086334,308
25,10962.0,36.07006049156189,38
26,9996.0,4.634207010269165,5
27,11432.0,86.16930818557739,68
28,-314.0,379.59500098228455,315
29,208.0,383.9623050689697,292
30,9946.0,78.1273558139801,55
31,444.0,80.36002039909363,57
32,1489.0,9.373515367507935,11
33,1368.0,171.40133452415466,133
34,183.0,392.526650428772,318
35,10939.0,81.21592783927917,62
36,10425.0,98.98533415794373,76
37,317.0,257.8563919067383,184
38,1204.0,399.81182050704956,297
39,9793.0,257.1164164543152,208
40,1193.0,406.7068953514099,308
41,1238.0,348.8998327255249,263
42,911.0,145.48988485336304,89
43,395.0,130.9891242980957,105
44,-274.0,390.1869328022003,275
45,212.0,381.54958724975586,289
46,393.0,162.71313452720642,108
47,-9.0,8.673118829727173,10
48,-309.0,403.2547347545624,310
49,-170.0,250.48122310638428,170
50,-296.0,393.1556804180145,297
51,9991.0,9.277998685836792,10
52,1481.0,16.09009885787964,19
53,717.0,381.86625385284424,283
54,10486.0,14.512588500976562,15
55,9972.0,53.855210304260254,28
56,220.0,389.9101483821869,281
57,10398.0,134.34082531929016,103
58,10336.0,221.0960726737976,165
59,11494.0,40.70552635192871,7
60,10945.0,52.77967309951782,55
61,9851.0,244.974347114563,150
62,885.0,176.29697179794312,115
63,10991.0,10.812680006027222,10
64,-4.0,5.245172023773193,5
65,232.0,386.9980092048645,269
66,11463.0,70.8803358078003,38
67,-255.0,379.27357745170593,256
68,-3.0,5.540110349655151,4
69,-268.0,384.6423373222351,269
70,212.0,401.31104278564453,289
71,10498.0,26.944769859313965,3
72,10995.0,8.964518547058105,6
73,246.0,377.84360337257385,254
74,2228.0,389.66476559638977,273
75,216.0,397.70442152023315,284
76,10420.0,108.92993402481079,81
77,449.0,80.86602306365967,52
78,241.0,379.24921441078186,260
79,10994.0,9.310545682907104,7
80,10451.0,47.481629610061646,50
81,240.0,388.40950536727905,260
82,10416.0,143.7814657688141,85
83,-4.0,8.42130160331726,5
84,234.0,389.4793450832367,267
85,-269.0,389.808278799057,269
86,311.0,268.4057776927948,190
87,9878.0,150.13947653770447,123
88,425.0,101.65172839164734,75
89,10450.0,82.62337279319763,50
90,1964.0,71.24654459953308,37
91,12491.0,9.673722982406616,10
92,-255.0,382.0123145580292,256
93,223.0,385.05598974227905,278
94,-304.0,409.20217394828796,305
95,417.0,114.85718989372253,84
96,9725.0,386.19768238067627,276
97,-300.0,409.18186473846436,301
98,-32.0,34.038291931152344,33
99,218.0,429.91725158691406,283
