,Number of attempt,Reward,Time taken,Number of actions
0,0,-642.0,300.77160024642944,643
1,1,-94.0,300.72932171821594,595
2,2,-568.0,300.9295790195465,569
3,3,-522.0,300.53946828842163,522
4,4,-31.0,300.380952835083,531
5,5,-19.0,300.90913343429565,520
6,6,-39.0,300.6386761665344,540
7,7,-22.0,300.680757522583,523
8,8,-28.0,300.8803446292877,529
9,9,62.0,301.02161169052124,439
10,10,55.0,300.8795611858368,446
11,11,641.0,798.0612623691559,1360
12,12,-715.0,719.9895379543304,1215
13,13,-139.0,310.1500415802002,640
14,14,29.0,300.6242961883545,471
15,15,51.0,300.9138853549957,450
16,16,-438.0,301.13386154174805,439
17,17,76.0,300.7311279773712,424
18,18,-443.0,310.14855885505676,444
19,19,57.0,301.04446363449097,444
20,20,86.0,300.62317752838135,414
21,21,570.0,301.00654196739197,431
22,22,75.0,301.3839499950409,426
23,23,-434.0,301.20774102211,435
24,24,56.0,309.28264117240906,445
25,25,-32.0,363.1162497997284,533
26,26,41.0,306.2989797592163,460
27,27,20.0,311.9769926071167,480
28,28,53.0,440.6857285499573,448
29,29,-498.0,343.1042785644531,499
