Number of attempt,Reward,Time taken,Number of actions
0,9625,153.5729296,386
1,-624,300.6371124,625
2,10362,73.3483665,139
3,502,301.1098242,499
4,-426,301.1509655,426
5,108,301.6757045,393
6,-420,300.3863046,420
7,9630,207.6846108,271
8,-369,300.6320143,369
9,9675,251.1945357,326
10,-364,301.5514948,365
11,161,301.5235145,340
12,629,300.9166994,372
13,-271,245.3573449,272
14,10972,27.74602532,29
15,1691,301.1189122,310
16,-298,300.8962212,298
17,1708,301.4354982,293
18,216,300.9692793,284
19,10345,165.625504,156
20,222,301.0177715,279
21,-277,301.2745874,278
22,-270,301.3416345,271
23,224,300.9843483,276
24,11420,89.57936668,81
25,-261,301.8595619,262
26,-240,301.9349763,241
27,270,301.6791365,231
28,9875,153.0183156,126
29,-293,300.9271026,294
