Number of attempt,Reward,Time taken,Number of actions
0,410,301.1513567,591
1,7,299.912678,494
2,20,300.8615685,481
3,39,300.7321382,461
4,38,300.8520415,463
5,-446,300.6258559,446
6,66,300.7905076,435
7,12700,226.6156416,301
8,-379,300.9449553,380
9,-359,300.8562186,359
10,-350,301.1813164,351
11,-348,300.7739968,349
12,158,300.9264467,343
13,9959,39.45519018,41
14,1188,301.0616009,313
15,-309,300.8166518,309
16,10344,155.4956632,157
17,-305,300.9892902,306
18,200,301.5496118,301
19,701,301.7832599,300
20,725,301.3312891,276
21,208,300.9277327,292
22,-295,300.8767521,295
23,186,301.589962,315
24,1757,301.5443697,244
25,1233,301.0168598,267
26,1754,301.7031248,247
27,740,302.2541361,261
28,10973,40.98202777,28
29,232,301.3342609,269
