Number of attempt,Reward,Time taken,Number of actions
0,-5016,126.1437397,5915
1,-18623,359.9567318,17193
2,-3154,115.1063032,5532
3,9969,28.77507401,1340
4,-16681,359.9657097,5821
5,-16090,303.3246253,4795
6,-18628,359.952729,5722
7,10257,4.514930487,78
8,9832,40.81688261,670
9,9896,208.9140134,7898
10,-4015,273.4300325,13077
11,-19102,359.9662039,17207
12,6216,71.05555081,3420
13,-18711,359.9487395,17299
14,-3097,77.68332672,3711
15,-8024,150.2762625,7147
16,6116,72.92405081,3477
17,9538,8.947069883,417
18,-18647,359.9776802,17177
19,-19141,360.0260036,17233
20,-13161,285.7082114,13641
21,-18700,359.9786611,17349
22,-5537,104.0170107,5002
23,-5841,119.4960582,5708
24,-17653,359.9567373,17194
25,-12606,246.249222,11784
26,9412,29.92499971,1426
27,-2986,65.23460865,3098
28,10232,33.3578248,1588
29,6291,79.55532169,3780
30,9722,33.37378049,1594
31,-12621,247.714803,11825
32,6094,92.51767039,4365
33,10390,30.06263137,1289
34,9890,2.186156273,53
35,-8314,201.7376904,3363
36,-18199,359.9617214,5766
37,-2551,84.82124543,1346
38,-18744,359.9467466,5925
39,-16129,359.9487419,17207
40,-18659,359.9437702,17268
41,1750,211.409833,10144
42,9078,16.95068407,829
43,-18624,359.9652202,17163
44,10480,37.96949363,1827
45,-3562,86.43344045,4095
46,-19142,359.9691937,17235
47,9764,4.397244692,215
48,-18118,359.9444358,17215
49,-19236,359.9517457,17245
50,9786,4.134946585,197
51,-18650,359.9407759,17187
52,-18439,359.9494803,17039
53,-417,27.00277162,1274
54,11798,3.747979879,189
55,-18647,359.9801683,17218
56,-7331,138.2404392,6647
57,10084,26.77641964,1271
58,-19095,360.0135684,17134
59,-7077,133.3245788,6337
60,-19113,359.9726899,17164
61,-17667,360.0225441,17254
62,-13099,275.2760978,13211
63,-15622,303.3400743,14534
64,-6736,126.2131016,6094
65,-19100,359.9687014,17124
66,6439,96.14597082,4528
67,-15834,297.0264754,14148
68,-8756,164.3586166,5536
69,-18733,359.9617276,5939
70,10198,5.781551123,97
71,-18732,359.9457622,5743
72,-617,199.492692,3194
73,-18175,359.9816852,5768
74,11257,14.0364747,234
75,6480,75.28274465,1214
76,-19195,359.9836471,5870
77,9956,0.841748714,19
78,7048,92.81238937,2172
79,-5914,121.0593679,3855
80,9116,26.45128727,1113
81,12396,54.93713593,2605
82,-18278,343.9425302,16410
83,-19132,359.9607098,17241
84,4400,115.0953121,5460
85,6540,103.4933281,4891
86,-18661,359.9672012,17277
87,-5829,306.288697,14616
88,-18207,359.9646976,17350
89,-3317,90.7424159,4322
90,2060,149.4873705,7137
91,9064,17.66927457,843
92,6015,74.67935801,3579
93,-1513,38.67161846,1801
94,5512,94.33332634,4521
95,-19072,359.9916258,17153
96,9533,8.902201891,420
97,4240,127.5679691,6013
98,3179,138.9026687,6591
99,-18772,359.9736047,16942
