Number of attempt,Reward,Time taken,Number of actions
0,7257,52.54259443,2248
1,-9841,192.5642149,8511
2,-1003,46.83579254,2042
3,-7296,136.2891598,5943
4,-18872,359.9612124,12372
5,-19320,359.9437692,10168
6,-19341,359.9961245,10280
7,-18320,359.9467607,10109
8,9868,2.533229351,68
9,7082,54.08043361,1547
10,9928,19.67440414,548
11,-8064,150.0284321,4305
12,-1939,268.0748553,11550
13,6561,119.973778,5321
14,10626,184.622952,8136
15,8486,46.25535631,2055
16,-19287,359.9662004,15945
17,-19340,359.9417636,15921
18,7580,82.52189898,3609
19,-19353,359.9746852,15932
20,-19248,359.9527302,15837
21,9904,13.08801246,557
22,-3488,259.7481165,11605
23,-18849,360.0460794,16002
24,-17915,359.957103,15908
25,-7203,133.642729,5948
26,-7509,139.3983421,6177
27,-3195,264.5866723,11737
28,-19238,359.9617064,15924
29,-2837,70.90245509,3177
30,-19399,360.0265336,16038
31,-5071,122.1848686,5080
32,6265,68.92773557,1945
33,9899,1.912887096,49
34,-18342,360.0170672,10231
35,-4738,273.7616541,7745
36,-19323,360.0160661,10126
37,-19416,359.9570262,10197
38,6905,104.2034299,2909
39,9144,25.1328125,724
40,-3683,263.6127839,7462
41,-18900,360.0046535,9891
42,9901,1.766278267,50
43,-17806,359.9612136,10340
44,-18914,360.0180354,10949
45,9460,10.15983748,429
46,-19334,360.0126085,15944
47,-19438,359.9587288,15988
48,8352,30.89440918,1370
49,-18867,359.9766665,15962
50,-18838,359.9472508,16003
51,-19319,360.0185771,15951
52,-18807,360.0006433,15966
53,-19246,359.9427578,15834
54,-18794,359.9437532,15882
55,2831,144.0538986,6363
56,-18851,359.9697154,15911
57,-19281,360.0145798,15906
58,-18897,359.9507351,16012
59,11088,17.06737137,750
60,-18308,359.9831555,15202
61,10137,6.918504715,310
62,5852,96.76930475,3818
63,5272,135.4917862,5578
64,-4087,76.36983705,2612
65,9519,27.60021424,1126
66,-1313,229.0273211,7902
67,-18858,359.9596837,11261
68,-1224,41.93489313,1669
69,-19288,359.9826643,10835
70,9620,7.23166728,234
71,10548,8.552138567,353
72,-19309,359.9806447,12208
73,-15788,360.0085969,15732
74,-18304,360.0265336,15627
75,-18799,359.9582205,15798
76,-1390,249.3928151,10913
77,8779,32.33356142,1372
78,-15805,359.969162,15752
79,5853,133.754431,5885
80,-5317,285.3257396,12255
81,-6689,125.0591812,5409
82,1936,168.7738125,7201
83,-18784,359.9417584,15148
84,5449,87.69246292,3303
85,-17552,359.9667056,13804
86,5392,86.33562684,3073
87,10524,37.04080534,1299
88,-18673,359.9490972,13302
89,-16876,353.4287755,12646
90,-16229,359.964828,11727
91,-18649,359.9663579,11286
92,9187,15.26901221,551
93,-18683,360.0019345,14440
94,-7548,338.8535287,13756
95,-19146,359.9711022,15032
96,-19117,359.9329977,15315
97,-17348,359.9375153,14704
98,10088,50.56429791,1891
99,5170,101.8243005,3726
