Number of attempt,Reward,Time taken,Number of actions
0,7458,52.11759424,2473
1,5602,93.9458518,4729
2,-14194,268.5545743,11999
3,-18519,359.9996235,12324
4,5104,111.4550457,841
5,-7640,145.6666055,2836
6,-6331,310.9038532,9613
7,9860,2.878304482,142
8,-18477,360.0260556,15906
9,9822,22.41507697,178
10,-18445,359.9542317,13497
11,-19017,359.9677041,11271
12,7287,61.237293,3141
13,8607,36.18327188,1851
14,10677,15.68905807,808
15,-18957,359.9497545,18458
16,10481,47.99569249,2467
17,-3941,76.59913254,3838
18,-13733,263.6438038,13368
19,-10140,194.8844135,9899
20,9865,31.50935245,1591
21,-1561,29.53995967,1516
22,10327,3.431568861,171
23,5115,103.85798,5238
24,-18225,359.9579825,18262
25,7998,48.00167656,2459
26,10346,12.30809712,636
27,-3509,275.1065509,14171
28,568,197.4885571,10184
29,11112,17.05540586,873
30,10753,4.665527344,240
31,11263,4.565794468,229
32,-18044,359.9390581,18586
33,7413,48.93917012,2518
34,-16018,360.0220513,18562
35,-17429,360.020056,18438
36,1306,3.772922993,192
37,4851,107.4198337,5507
38,-7672,144.6872039,7473
39,-5994,122.7707939,6340
40,-1895,243.9129417,12608
41,10104,7.586719036,387
42,-19068,359.9672003,18607
43,-17485,359.9427578,18503
44,9788,4.252631664,216
45,11084,17.59646392,896
46,9361,21.61421824,1122
47,-19025,359.9791653,9110
48,10711,5.339697123,149
49,-5999,114.2196531,5406
50,-8682,202.262794,10298
51,8007,38.52300072,1934
52,345,192.1159167,9931
53,-16081,360.011097,18637
54,2771,154.9068818,8029
55,8242,42.81853247,2212
56,-3928,112.2773666,5797
57,-18563,359.9572251,18612
58,8432,58.44176745,2969
59,9868,25.01612377,1294
60,6360,78.9010725,4028
61,10023,9.251266956,467
62,9769,23.60689116,1204
63,11379,11.87226081,604
64,7825,51.38166475,2633
65,8760,51.89825964,2669
66,8785,23.47076035,1182
67,10337,3.05882287,165
68,5995,114.3622732,5826
69,-3234,61.95237947,3155
70,-1674,41.71348691,2113
71,-11327,225.121685,11525
72,-4430,99.61636281,4814
73,-17673,359.9731975,17725
74,-17932,359.9607091,18428
75,-4141,78.42334819,4048
76,-4018,266.9304092,5669
77,8993,76.22123647,1465
78,-18438,359.9602177,1389
79,-4593,89.35258579,352
80,-17927,359.9675245,1395
81,10556,8.313775063,35
82,-18896,359.9806266,1383
83,10256,14.0863421,58
84,-12051,229.8505363,896
85,-18989,360.0439944,1392
86,1853,177.8025401,678
87,-18063,359.9473612,1399
88,-18517,360.0096056,1321
89,9590,83.59951138,321
90,5467,86.96779084,322
91,-16025,359.9403691,1276
92,5964,97.34527135,389
93,9962,0.8467381,2
94,-16276,359.9781706,1249
95,12019,10.35531783,32
96,-6619,152.9730532,544
97,-16796,359.9845746,1345
98,9968,0.797380686,2
99,13758,133.4672964,470
