Number of attempt,Reward,Time taken,Number of actions
0,2156,43.38300538,278
1,6538,277.5007651,2633
2,8854,67.33347011,686
3,11167,18.73626947,274
4,-6572,360.2712755,5509
5,10236,15.51829171,225
6,9027,155.2465689,2510
7,-1979,128.0796244,2109
8,-1972,268.2645442,4234
9,10035,53.65259981,801
10,-4803,304.2967751,4964
11,-2290,170.884892,2735
12,-5719,360.1948862,5689
13,-6477,360.1629744,5936
14,10927,3.910004139,64
15,7207,172.638191,2811
16,-6683,360.1915944,5665
17,9680,70.8154459,1116
18,8403,82.83247471,1370
19,10001,26.74297976,420
20,2345,60.66664553,979
21,11874,33.78662229,521
22,-6302,360.2011626,5818
23,-6688,360.1665914,5626
24,12403,32.85121775,499
25,-5895,360.1670594,5810
26,7263,145.2641551,2343
27,8342,87.65386939,1429
28,-6663,360.0952978,5708
29,4018,307.0559013,4586
30,7419,159.9396968,2214
31,-6790,360.1706624,4424
32,-5893,360.1931517,4208
33,6090,205.1320646,2532
34,11480,109.1293428,1318
35,9506,56.30891585,825
36,10947,79.14629865,1204
37,10338,36.78943372,529
38,5657,230.6110163,3684
39,-6775,360.1170456,5737
40,6702,179.9472384,2790
41,8201,126.5809939,1968
42,-6847,360.2047117,5830
43,8654,72.08180737,1169
44,9611,126.4508073,2030
45,8827,61.25220704,989
46,-5642,360.2462919,5669
47,-4665,243.3943446,3960
48,11554,24.43930531,379
49,10091,32.53754568,495
50,7610,128.2528098,2036
51,10977,78.37642407,1274
52,10241,12.90405512,194
53,10983,54.300807,866
54,12065,78.9555881,1234
55,10686,46.34285545,673
56,8590,130.0861604,2032
57,9741,68.20298243,1083
58,11087,48.80514431,769
59,-6306,360.1168172,5809
60,11046,25.70457864,379
61,-5621,360.2047133,5647
62,-5956,309.4436686,4958
63,9359,33.90995193,481
64,6070,259.0596397,3444
65,-6642,360.2283044,4498
66,8501,107.034462,1323
67,-6351,360.1675253,4491
68,11851,33.44871545,395
69,-3838,207.3832202,2448
70,-2532,165.8499157,1810
71,-4669,244.4868352,2953
72,-2337,196.2765849,2363
73,-6283,360.2354088,4335
74,8610,77.02932143,743
75,6733,169.8886349,1966
76,11312,10.7720015,107
77,10095,21.72169662,231
78,-1204,91.69523573,1067
79,-1315,122.6030102,1641
80,-3112,216.5302956,3036
81,6130,295.0267324,4227
82,-6335,360.1258144,5505
83,11182,45.27415609,686
84,9398,85.61393309,1370
85,8511,80.29772544,1263
86,10661,73.61697459,1137
87,-2775,285.2658396,4461
88,9496,26.98767257,432
89,6318,190.4691856,3109
90,8886,57.70170212,966
91,-7009,360.0253561,5975
92,11661,44.51373148,699
93,12183,17.82406783,278
94,6430,191.7781007,3067
95,9888,32.41874266,531
96,11179,43.16027761,711
97,-7019,360.2338793,5945
98,-6894,360.0906234,5875
99,12920,58.67681646,916
