Number of attempt,Reward,Time taken,Number of actions
0,-6019.0,135.5089282989502,1537
1,-18765.0,359.9642207622528,17754
2,-8128.0,349.6737153530121,17236
3,-1088.0,20.500196933746338,1011
4,-17769.0,359.990629196167,12656
5,-3025.0,57.28985595703125,2814
6,-4072.0,76.75281357765198,3137
7,311.0,3.4836883544921875,154
8,10838.0,12.624252080917358,608
9,9288.0,51.34923720359802,2521
10,-18694.0,359.96072578430176,17780
11,-18650.0,360.0315492153168,17743
12,-159.0,21.60125207901001,1067
13,9159.0,34.98048686981201,1709
14,9856.0,59.040165424346924,2912
15,-19063.0,359.9686875343323,17571
16,-17014.0,329.10220432281494,16165
17,10865.0,2.631965160369873,126
18,5699.0,99.65259647369385,4894
19,8719.0,24.22324299812317,1178
20,-1833.0,34.57457232475281,1711
21,-18196.0,360.0031011104584,17744
22,-16933.0,355.9294843673706,17506
23,-2896.0,63.4892737865448,3124
24,6126.0,82.635089635849,4055
25,-277.0,52.98535346984863,2588
26,-19177.0,359.9427857398987,17731
27,-3566.0,94.80607867240906,4700
28,-3557.0,76.40126442909241,3744
29,10350.0,2.8553664684295654,143
30,-18287.0,359.9587137699127,17885
31,-513.0,65.82802057266235,3277
32,-1099.0,20.60491681098938,1013
33,-6316.0,147.02395725250244,5560
34,-12787.0,239.79694628715515,7528
35,-5319.0,99.49003076553345,3496
36,-19218.0,359.960218667984,9072
37,10536.0,17.84426522254944,618
38,-13035.0,252.88696479797363,8243
39,12478.0,19.60010552406311,875
40,-9020.0,197.62618803977966,9713
41,305.0,41.40830183029175,2043
42,-8485.0,159.27320957183838,7827
43,-3099.0,106.12928199768066,5182
44,-8767.0,164.59748482704163,8118
45,31.0,18.25020933151245,889
46,-667.0,12.901509761810303,625
47,8790.0,41.301586389541626,2058
48,-1299.0,42.842467069625854,2128
49,-12709.0,237.97432255744934,11808
50,-5069.0,113.23280000686646,5620
51,-983.0,65.86791181564331,3201
52,-1651.0,218.24356508255005,10818
53,-3049.0,76.06964182853699,3763
54,-19143.0,359.9671986103058,17716
55,9706.0,33.61413788795471,1662
56,2847.0,134.0316891670227,6626
57,-19151.0,359.9671971797943,17752
58,11111.0,16.767176151275635,826
59,-8127.0,152.88080883026123,7504
60,5919.0,123.5227837562561,6078
61,-19148.0,359.9666929244995,17726
62,954.0,19.680387496948242,964
63,-17635.0,340.86880683898926,16796
64,-548.0,19.62354016304016,965
65,9884.0,11.708698987960815,566
66,-18732.0,359.96321868896484,17779
67,9251.0,23.555537223815918,1164
68,10116.0,7.231666326522827,354
69,-3015.0,94.38866853713989,4631
70,-17189.0,359.95872688293457,17687
71,-452.0,261.92928409576416,12907
72,-1475.0,215.55974006652832,10641
73,-17125.0,360.007488489151,17644
74,8164.0,53.50097465515137,2605
75,-7024.0,132.44933700561523,6485
76,11785.0,13.46201205253601,663
77,-18156.0,359.9671981334686,17718
78,7731.0,80.60647869110107,3951
79,-16994.0,357.03253722190857,17356
80,-19216.0,360.0240466594696,17661
81,1754.0,14.262863159179688,634
82,-18139.0,359.9702055454254,17172
83,5579.0,93.19585752487183,4476
84,-18532.0,359.95945382118225,15892
85,-18328.0,359.97021555900574,9143
86,-2293.0,62.01321768760681,1930
87,-5095.0,104.28321814537048,2562
88,-19150.0,359.96159291267395,9591
89,-18654.0,359.95523142814636,16239
90,-19161.0,359.9507360458374,17035
91,-18670.0,359.9481098651886,17456
92,-753.0,231.25577855110168,11332
93,-18664.0,359.97520112991333,17745
94,-18684.0,360.03984689712524,17684
95,-18581.0,359.9372797012329,17730
96,-18699.0,359.947252035141,17753
97,5610.0,110.49959921836853,5444
98,-4440.0,289.49505162239075,14289
99,-1744.0,42.11042547225952,2066
