,Number of attempt,Reward,Time taken,Number of actions
0,0,-636.0,300.4401819705963,636
1,1,-130.0,300.6616506576538,631
2,2,-108.0,300.43431854248047,608
3,3,-89.0,300.38761377334595,589
4,4,-74.0,300.55851197242737,575
5,5,-537.0,300.52192640304565,537
6,6,1.0,300.386846780777,499
7,7,1000.0,300.639226436615,501
8,8,-494.0,300.85062980651855,495
9,9,525.0,300.75947618484497,476
10,10,-463.0,300.67367362976074,464
11,11,68.0,301.0292754173279,433
12,12,76.0,301.0098555088043,425
13,13,553.0,300.8413429260254,448
14,14,90.0,300.94203186035156,411
15,15,94.0,300.42844820022583,406
16,16,21.0,300.7864212989807,480
17,17,45.0,300.79053473472595,456
18,18,61.0,300.94104051589966,440
19,19,58.0,301.03683376312256,443
20,20,-438.0,300.84952044487,439
21,21,545.0,301.0521590709686,456
22,22,-438.0,301.18294501304626,439
23,23,61.0,300.98324060440063,440
24,24,50.0,300.86199951171875,451
25,25,55.0,301.0061995983124,446
26,26,9.0,300.61408591270447,492
27,27,-24.0,300.7432816028595,525
28,28,-21.0,300.7088665962219,522
29,29,24.0,300.6098380088806,477
