Number of attempt,Reward,Time taken,Number of actions
0,-1010,300.3943915,1011
1,-978,300.2269783,978
2,9780,241.6941867,720
3,9920,29.03670049,80
4,-820,300.5374837,821
5,9730,102.3291361,270
6,-762,300.6179712,763
7,10070,177.7643921,431
8,10372,55.44081974,129
9,314,300.5836282,687
10,-684,300.4476941,684
11,831,300.4044609,669
12,-652,300.6677303,653
13,356,300.6261129,645
14,-134,300.7754617,635
15,-632,300.688067,633
16,12185,150.1378765,316
17,370,300.7029016,631
18,-129,300.7215359,630
19,-129,300.4570186,629
20,10602,191.5702133,399
21,-621,300.7041569,622
22,9858,70.16823006,143
23,-114,300.5234611,615
24,-114,300.6509948,615
25,-115,300.4429877,615
26,894,300.6605635,607
27,-96,300.723953,597
28,9797,102.6545093,203
29,-595,300.6400049,596
