Number of attempt,Reward,Time taken,Number of actions
0,-1005,300.2019155,1005
1,-471,300.3687177,972
2,-947,300.5052149,948
3,-922,300.4723759,923
4,10146,119.3453727,354
5,-353,300.2723532,853
6,10721,285.6662676,780
7,-265,300.2943981,765
8,9534,190.125567,477
9,-745,300.4964514,746
10,10429,29.41338706,72
11,-234,300.3654745,734
12,-734,300.3962908,734
13,-733,300.5749602,734
14,797,300.4963732,703
15,-661,300.5727086,662
16,-159,300.3594382,659
17,-158,300.5236945,659
18,-158,300.4498734,658
19,9834,76.62999892,167
20,-652,300.7964518,653
21,-148,300.7359521,649
22,-648,300.7884881,649
23,-142,300.4116635,642
24,-627,300.3694508,627
25,-129,300.6826112,630
26,-618,300.4494333,618
27,-117,300.4937506,617
28,-615,300.677398,616
29,-615,300.7652457,616
