Number of attempt,Reward,Time taken,Number of actions
0,-1013,300.2072341,1013
1,62,300.5113635,939
2,701,300.1915724,799
3,-265,300.4816868,766
4,-257,300.3283544,757
5,-738,300.6545272,739
6,779,300.663166,722
7,-205,300.3676159,705
8,9512,183.0771759,423
9,-684,300.4385109,684
10,831,300.5895059,670
11,-659,300.4091728,659
12,11814,85.95659018,186
13,-645,300.4925594,646
14,359,300.4882193,641
15,-638,300.6946375,639
16,363,300.6665821,638
17,863,300.7808805,638
18,-636,300.553858,637
19,367,300.3861873,633
20,378,300.5887725,623
21,-622,300.4911127,623
22,9875,61.47453165,126
23,-616,300.5300689,617
24,-616,300.4607315,617
25,-116,300.7378604,617
26,-615,300.5586026,616
27,-114,300.7667227,615
28,398,300.5507593,602
29,-597,300.4164796,597
