,Number of attempt,Reward,Time taken,Number of actions
0,0,9996.0,141.6734495162964,505
1,1,-1012.0,300.3771343231201,1013
2,2,9743.0,251.74269366264343,758
3,3,149.0,132.59365010261536,352
4,4,1245.0,300.2303674221039,755
5,5,-230.0,300.40449953079224,731
6,6,9474.0,217.63827538490295,527
7,7,-709.0,300.54571652412415,710
8,8,781.0,94.40175151824951,220
9,9,-690.0,300.2994930744171,690
10,10,-689.0,300.367723941803,689
11,11,10566.0,192.36535787582397,434
12,12,1305.0,88.66871690750122,195
13,13,-156.0,300.5046420097351,657
14,14,511.0,225.7276861667633,490
15,15,-645.0,300.62584400177,646
16,16,360.0,300.57243752479553,641
17,17,-635.0,300.42392468452454,635
18,18,367.0,300.4669237136841,634
19,19,-132.0,300.8294515609741,633
20,20,-631.0,300.7690532207489,632
21,21,9966.0,254.38433837890625,535
22,22,-630.0,300.4103009700775,630
23,23,1373.0,300.35520696640015,627
24,24,-126.0,300.652241230011,627
25,25,-626.0,300.4583811759949,627
26,26,-626.0,300.7360336780548,627
27,27,377.0,300.6451861858368,624
28,28,381.0,300.8009114265442,620
29,29,-118.0,300.581218957901,619
