,Number of attempt,Reward,Time taken,Number of actions
0,0,-1071.0,300.1809437274933,1071
1,1,9771.0,68.65462255477905,230
2,2,-437.0,300.30112385749817,938
3,3,631.0,300.30357336997986,869
4,4,-326.0,300.2463812828064,826
5,5,-184.0,67.85006928443909,185
6,6,-810.0,300.22726035118103,810
7,7,-807.0,300.4616665840149,808
8,8,-802.0,300.61986112594604,803
9,9,-283.0,300.555691242218,784
10,10,-751.0,300.30713152885437,751
11,11,10806.0,79.46751952171326,195
12,12,38.0,192.01969933509827,463
13,13,-717.0,300.27708625793457,717
14,14,-214.0,300.59144115448,715
15,15,-210.0,300.51718068122864,711
16,16,-704.0,300.3882374763489,705
17,17,-699.0,300.30402302742004,699
18,18,309.0,300.2955677509308,691
19,19,-689.0,300.2618806362152,689
20,20,316.0,300.3285195827484,684
21,21,-679.0,300.5579400062561,680
22,22,9576.0,188.23646640777588,425
23,23,328.0,300.4931252002716,673
24,24,-666.0,300.6894359588623,667
25,25,-165.0,300.3323895931244,665
26,26,-665.0,300.50169467926025,666
27,27,-664.0,300.73121452331543,665
28,28,10378.0,281.99738574028015,623
29,29,350.0,300.3811283111572,650
